city,state_id,state_name,lat,lng
Dane,WI,Wisconsin,43.2497,-89.4993
Reid Hope King,TX,Texas,25.9227,-97.4141
Dash Point,WA,Washington,47.313,-122.4154
Knox,PA,Pennsylvania,41.2346,-79.536
Neffs,OH,Ohio,40.032,-80.8171
Milltown,WI,Wisconsin,45.5261,-92.5015
Naalehu,HI,Hawaii,19.0698,-155.5751
Sidney,IA,Iowa,40.7459,-95.6447
Savoy,TX,Texas,33.5999,-96.3662
Hilltop,MN,Minnesota,45.0536,-93.2501
Waynetown,IN,Indiana,40.088,-87.0655
Franklin,GA,Georgia,33.2797,-85.0985
Arlington,SD,South Dakota,44.3635,-97.1338
Mansfield,IL,Illinois,40.2125,-88.5084
St. George Island,FL,Florida,29.652,-84.8881
San Miguel,NM,New Mexico,32.1535,-106.7269
McGaheysville,VA,Virginia,38.3724,-78.7327
Carlton,MN,Minnesota,46.6628,-92.4067
Le Roy,MN,Minnesota,43.5133,-92.5079
Plummer,ID,Idaho,47.3301,-116.8849
Poipu,HI,Hawaii,21.8834,-159.46
Jefferson Heights,NY,New York,42.2361,-73.8822
Ehrenberg,AZ,Arizona,33.6175,-114.4883
Stover,MO,Missouri,38.4417,-92.9902
Harbor Isle,NY,New York,40.6018,-73.6647
Hopedale,OH,Ohio,40.3263,-80.8955
Loup City,NE,Nebraska,41.2766,-98.9677
Woodall,OK,Oklahoma,35.8246,-95.0823
Bloomville,OH,Ohio,41.0514,-83.0137
Midway,AR,Arkansas,36.3911,-92.4732
Palo,IA,Iowa,42.0649,-91.8005
Plain Dealing,LA,Louisiana,32.9074,-93.6991
Candelero Arriba,PR,Puerto Rico,18.1016,-65.8342
Gratton,VA,Virginia,37.1351,-81.4212
Geraldine,AL,Alabama,34.3579,-86.0037
Marueño,PR,Puerto Rico,18.0585,-66.6569
Spring Ridge,PA,Pennsylvania,40.3533,-75.9892
Chapmanville,WV,West Virginia,37.9727,-82.0215
Greenville,GA,Georgia,33.0322,-84.7163
Seaman,OH,Ohio,38.937,-83.5753
Egan,LA,Louisiana,30.246,-92.5135
Carpendale,WV,West Virginia,39.6278,-78.7896
Necedah,WI,Wisconsin,44.0233,-90.0717
Rushmere,VA,Virginia,37.0787,-76.6778
Falls City,TX,Texas,28.9822,-98.0217
Hulmeville,PA,Pennsylvania,40.1421,-74.9075
Russell Gardens,NY,New York,40.7809,-73.7254
Maysville,NC,North Carolina,34.907,-77.2324
Whitehall,MT,Montana,45.8709,-112.0976
Rockwell Place,TX,Texas,35.0422,-101.9084
Brook,IN,Indiana,40.8664,-87.3653
New Washington,OH,Ohio,40.9604,-82.8547
Adams Center,NY,New York,43.8616,-76.0001
Cerrillos Hoyos,PR,Puerto Rico,18.0656,-66.5687
Brushy,OK,Oklahoma,35.5578,-94.7434
Odin,IL,Illinois,38.6159,-89.0541
Pinesdale,MT,Montana,46.3339,-114.2232
Sutton,WV,West Virginia,38.6663,-80.7116
Belview,VA,Virginia,37.1688,-80.511
Paw Paw,IL,Illinois,41.6877,-88.98
Briggs,OK,Oklahoma,35.9202,-94.8825
Okeene,OK,Oklahoma,36.1171,-98.3167
Clayton,IN,Indiana,39.6892,-86.5234
Section,AL,Alabama,34.5816,-85.9849
Bethel Springs,TN,Tennessee,35.2342,-88.6131
Altamont,TN,Tennessee,35.4325,-85.7433
Elkhorn,CA,California,36.8103,-121.7212
Ponderosa Pine,NM,New Mexico,34.972,-106.3369
Jeffersonville,GA,Georgia,32.6863,-83.3433
Ringling,OK,Oklahoma,34.1772,-97.5915
Boonville,CA,California,39.0115,-123.374
South Fork,PA,Pennsylvania,40.3635,-78.7919
Plymptonville,PA,Pennsylvania,41.0426,-78.4466
Wheatland,IA,Iowa,41.8331,-90.838
Coldspring,TX,Texas,30.5898,-95.1307
Philmont,NY,New York,42.2478,-73.6462
Haliimaile,HI,Hawaii,20.8671,-156.3381
Mertzon,TX,Texas,31.262,-100.8208
Central Lake,MI,Michigan,45.0694,-85.2625
Soudersburg,PA,Pennsylvania,40.015,-76.1529
Lenkerville,PA,Pennsylvania,40.5327,-76.9594
Fair Haven,NY,New York,43.3263,-76.7044
North Bonneville,WA,Washington,45.6425,-121.9688
Forrest,IL,Illinois,40.7511,-88.4096
Sunrise Beach Village,TX,Texas,30.5862,-98.4187
Marine,IL,Illinois,38.7868,-89.7789
Hamer,SC,South Carolina,34.4741,-79.3258
Clearview Acres,WY,Wyoming,41.5842,-109.2801
Hustisford,WI,Wisconsin,43.3441,-88.6031
Saddle Rock,NY,New York,40.7947,-73.7492
Washington,KS,Kansas,39.816,-97.0487
Rhodhiss,NC,North Carolina,35.7684,-81.4312
Castle Hayne,NC,North Carolina,34.3583,-77.9114
Cresson,TX,Texas,32.5299,-97.6154
Hughes,AR,Arkansas,34.9483,-90.4707
Rossville,KS,Kansas,39.1358,-95.9496
Stamping Ground,KY,Kentucky,38.2697,-84.6831
Mackinac Island,MI,Michigan,45.8593,-84.6253
Alexandria,TN,Tennessee,36.0791,-86.0382
Crivitz,WI,Wisconsin,45.2337,-88.0067
Beasley,TX,Texas,29.4952,-95.9154
Allardt,TN,Tennessee,36.3811,-84.8814
Eureka,SD,South Dakota,45.7707,-99.6207
Amador Pines,CA,California,38.4896,-120.5333
Alcorn State University,MS,Mississippi,31.8804,-91.1407
Athens,WV,West Virginia,37.4231,-81.0151
Baudette,MN,Minnesota,48.7119,-94.5924
Dixon,MO,Missouri,37.9953,-92.0956
Lakeside,IA,Iowa,42.6174,-95.1775
Cattaraugus,NY,New York,42.33,-78.8671
Turbeville,SC,South Carolina,33.8895,-80.0161
Fremont,NC,North Carolina,35.5436,-77.9751
Telford,TN,Tennessee,36.2534,-82.5478
Calmar,IA,Iowa,43.1811,-91.8679
Churchill,MT,Montana,45.75,-111.3102
Hymera,IN,Indiana,39.1859,-87.2989
Inglenook,CT,Connecticut,41.5229,-73.4736
Hideout,UT,Utah,40.6437,-111.4014
Medford,OK,Oklahoma,36.8035,-97.7378
Rosa,AL,Alabama,33.9899,-86.5045
Harris,MN,Minnesota,45.5976,-92.9869
Clay City,KY,Kentucky,37.8622,-83.9277
Cookson,OK,Oklahoma,35.7155,-94.9199
Shelby,AL,Alabama,33.1068,-86.5825
Alamosa East,CO,Colorado,37.4766,-105.8397
Red Butte,WY,Wyoming,42.8051,-106.434
Wink,TX,Texas,31.7545,-103.1541
Sharon Springs,KS,Kansas,38.8943,-101.7511
De Soto,IA,Iowa,41.5371,-94.0103
Arcadia,IA,Iowa,42.0862,-95.0432
Kenmare,ND,North Dakota,48.6729,-102.0721
Milledgeville,IL,Illinois,41.9636,-89.7747
Gainesboro,TN,Tennessee,36.3617,-85.6496
Fletcher,OK,Oklahoma,34.8237,-98.2341
Plattsville,CT,Connecticut,41.226,-73.2591
Holiday Lakes,TX,Texas,29.2083,-95.5146
Whitewood,SD,South Dakota,44.4617,-103.6381
Inwood,IA,Iowa,43.3092,-96.4344
Fairview,MT,Montana,47.852,-104.051
Fairplay,GA,Georgia,33.6187,-84.8605
Nortonville,KY,Kentucky,37.186,-87.4556
Wisner,LA,Louisiana,31.9805,-91.6551
Luxora,AR,Arkansas,35.7575,-89.9298
Pickensville,AL,Alabama,33.2336,-88.2744
Hayneville,AL,Alabama,32.1822,-86.5787
Houston,MN,Minnesota,43.7583,-91.5706
Centerville,TX,Texas,31.2583,-95.9794
Gadsden,SC,South Carolina,33.848,-80.7663
Dunkerton,IA,Iowa,42.5678,-92.1609
Millington,MI,Michigan,43.2784,-83.5273
Summitville,IN,Indiana,40.3359,-85.6436
Vaiden,MS,Mississippi,33.3332,-89.7533
Fort Calhoun,NE,Nebraska,41.4563,-96.0264
Apple Valley,UT,Utah,37.081,-113.1034
Mechanicsville,IA,Iowa,41.9056,-91.2536
Farmington,PA,Pennsylvania,39.81,-79.5623
Seneca,PA,Pennsylvania,41.377,-79.7073
Phillipsburg,GA,Georgia,31.4389,-83.5203
Diamond City,AR,Arkansas,36.4574,-92.9129
Correctionville,IA,Iowa,42.4775,-95.7831
Duck Hill,MS,Mississippi,33.6316,-89.7154
Smithfield,PA,Pennsylvania,39.8021,-79.8089
Hollywood,AL,Alabama,34.7195,-85.9641
Plainfield,WI,Wisconsin,44.2175,-89.4969
Butte des Morts,WI,Wisconsin,44.1058,-88.6564
Bremond,TX,Texas,31.1657,-96.676
Sonora,KY,Kentucky,37.5319,-85.8947
Knights Landing,CA,California,38.798,-121.7175
Yoe,PA,Pennsylvania,39.9096,-76.6365
Carnesville,GA,Georgia,34.3729,-83.2328
Moulton,TX,Texas,29.5723,-97.1465
Lemannville,LA,Louisiana,30.1028,-90.9239
Beaver Creek,TX,Texas,30.4491,-96.5618
Crawford,TX,Texas,31.5382,-97.4465
Schleswig,IA,Iowa,42.1612,-95.4352
White Sulphur Springs,MT,Montana,46.5453,-110.9039
Beach Haven,NJ,New Jersey,39.566,-74.2492
Forest Park,OK,Oklahoma,35.5096,-97.4469
Burnside,KY,Kentucky,37.0042,-84.6489
Selma,IN,Indiana,40.1889,-85.2753
Danvers,IL,Illinois,40.53,-89.1751
Yale,OK,Oklahoma,36.1151,-96.7011
Gorman,NC,North Carolina,36.0417,-78.8092
Dortches,NC,North Carolina,36.0114,-77.8572
Lake Tapawingo,MO,Missouri,39.0195,-94.3132
Geneva-on-the-Lake,OH,Ohio,41.8561,-80.9491
Sardis,GA,Georgia,32.9756,-81.7621
Holden Beach,NC,North Carolina,33.9121,-78.3182
White Lake,NC,North Carolina,34.6418,-78.4969
Fairton,NJ,New Jersey,39.3758,-75.213
Christiana,PA,Pennsylvania,39.9545,-75.997
Maurertown,VA,Virginia,38.9325,-78.4615
McBee,SC,South Carolina,34.467,-80.2571
Goodfield,IL,Illinois,40.6266,-89.2688
Bearden,AR,Arkansas,33.7276,-92.6187
Rand,WV,West Virginia,38.2818,-81.5653
Algodones,NM,New Mexico,35.3804,-106.4731
Pawnee City,NE,Nebraska,40.1106,-96.153
Lake Secession,SC,South Carolina,34.2821,-82.5904
Seabrook Beach,NH,New Hampshire,42.885,-70.8234
Tornado,WV,West Virginia,38.3369,-81.855
Vega,TX,Texas,35.2453,-102.4294
Chatom,AL,Alabama,31.4691,-88.246
Cripple Creek,CO,Colorado,38.7467,-105.1851
Grimsley,TN,Tennessee,36.2761,-84.997
Tioga,ND,North Dakota,48.3947,-102.9431
Entiat,WA,Washington,47.678,-120.2175
Caliente,NV,Nevada,37.6458,-114.4929
Amherst,WI,Wisconsin,44.4475,-89.2832
Ellport,PA,Pennsylvania,40.8619,-80.2625
Juncal,PR,Puerto Rico,18.3125,-66.9219
Victor,IA,Iowa,41.7306,-92.2949
Lucama,NC,North Carolina,35.6449,-78.0076
North Branch,MI,Michigan,43.2286,-83.192
Sandy Springs,SC,South Carolina,34.5974,-82.7493
La Conner,WA,Washington,48.3926,-122.4945
Fort Lawn,SC,South Carolina,34.7003,-80.8991
Cut and Shoot,TX,Texas,30.3403,-95.354
Larchwood,IA,Iowa,43.4547,-96.4363
Ocracoke,NC,North Carolina,35.1264,-75.9212
Warren,TX,Texas,30.6127,-94.4105
Victor,MT,Montana,46.4161,-114.1492
Lake Waynoka,OH,Ohio,38.9401,-83.7786
Troy,MT,Montana,48.4614,-115.8909
Lakeview,AR,Arkansas,36.3739,-92.5387
Brunswick,MO,Missouri,39.4256,-93.1266
Clarkton,NC,North Carolina,34.4891,-78.6559
Pound,VA,Virginia,37.126,-82.6071
Utica,IN,Indiana,38.338,-85.6559
Pleasantville,OH,Ohio,39.8098,-82.5223
Liberty,UT,Utah,41.3426,-111.8649
Sykesville,PA,Pennsylvania,41.0475,-78.8185
Sabana,PR,Puerto Rico,18.4643,-66.3517
Poplar,MT,Montana,48.1105,-105.1969
Lower Brule,SD,South Dakota,44.0742,-99.5838
Caldwell,KS,Kansas,37.035,-97.6089
New Philadelphia,PA,Pennsylvania,40.7178,-76.1167
Dollar Bay,MI,Michigan,47.1272,-88.5091
Dickeyville,WI,Wisconsin,42.6246,-90.5914
Copan,OK,Oklahoma,36.9004,-95.9253
Klamath,CA,California,41.5442,-124.0245
Oaktown,IN,Indiana,38.8717,-87.4412
Spearville,KS,Kansas,37.8481,-99.7548
Agency Village,SD,South Dakota,45.5796,-97.0782
Lakes of the North,MI,Michigan,44.9361,-84.8845
Gordon,PA,Pennsylvania,40.7502,-76.3398
Bow Mar,CO,Colorado,39.6251,-105.0511
Buffalo Center,IA,Iowa,43.3894,-93.9428
Watterson Park,KY,Kentucky,38.189,-85.6864
Audubon Park,NJ,New Jersey,39.8969,-75.089
Harrisville,PA,Pennsylvania,41.1365,-80.0105
Palouse,WA,Washington,46.9104,-117.0751
Lakeside,CA,California,35.2347,-119.0829
Jonestown,MS,Mississippi,34.3222,-90.4541
Randolph,UT,Utah,41.6655,-111.1846
Lake Shore,MN,Minnesota,46.504,-94.3635
Philpot,KY,Kentucky,37.7356,-87.0013
Swayzee,IN,Indiana,40.5066,-85.8244
Wildwood,TX,Texas,30.5256,-94.4456
Falls Creek,PA,Pennsylvania,41.1421,-78.8067
Bear River,WY,Wyoming,41.3858,-111.0271
Inez,KY,Kentucky,37.8693,-82.5398
Gladbrook,IA,Iowa,42.1861,-92.7151
Minkler,CA,California,36.7276,-119.4589
Grass Valley,NV,Nevada,40.7971,-117.7603
Flagtown,NJ,New Jersey,40.5232,-74.6909
Hollins,AL,Alabama,33.1214,-86.129
Sugar Notch,PA,Pennsylvania,41.1939,-75.9312
White Springs,FL,Florida,30.3317,-82.7562
Olin,IA,Iowa,41.9978,-91.1417
Farwell,MI,Michigan,43.8363,-84.8677
Bloomingburg,OH,Ohio,39.6079,-83.3953
Powderly,TX,Texas,33.809,-95.505
Aulander,NC,North Carolina,36.228,-77.1136
Belmont,WV,West Virginia,39.3787,-81.2634
Casper Mountain,WY,Wyoming,42.7416,-106.3082
Harmony,IN,Indiana,39.5337,-87.073
Quebrada del Agua,PR,Puerto Rico,18.0378,-66.6847
Clermont,GA,Georgia,34.4783,-83.772
Iyanbito,NM,New Mexico,35.516,-108.4878
Glasgow,OR,Oregon,43.4371,-124.1961
Perryville,KY,Kentucky,37.6494,-84.9513
Start,LA,Louisiana,32.4902,-91.865
Magnet Cove,AR,Arkansas,34.4492,-92.8376
Arnolds Park,IA,Iowa,43.3602,-95.1264
Collinsburg,PA,Pennsylvania,40.2196,-79.7849
Candlewood Shores,CT,Connecticut,41.4811,-73.4379
Kingston,NJ,New Jersey,40.3838,-74.6122
Stebbins,CA,California,35.4056,-119.3142
Blue Mounds,WI,Wisconsin,43.0178,-89.8269
Union Bridge,MD,Maryland,39.5731,-77.1744
North Hornell,NY,New York,42.3453,-77.6605
Oregon,MO,Missouri,39.9861,-95.1433
Carlisle Barracks,PA,Pennsylvania,40.2101,-77.173
Clarkfield,MN,Minnesota,44.7907,-95.8079
Highland,WI,Wisconsin,43.0475,-90.3801
Sully,IA,Iowa,41.578,-92.8468
Williamsport,OH,Ohio,39.5824,-83.1206
Cotton Valley,LA,Louisiana,32.8135,-93.4228
Schurz,NV,Nevada,38.9673,-118.824
Anacoco,LA,Louisiana,31.2545,-93.344
Alanson,MI,Michigan,45.4425,-84.7871
Owen,WI,Wisconsin,44.9485,-90.5621
Tilden,IL,Illinois,38.2124,-89.684
Cashton,WI,Wisconsin,43.7412,-90.7866
Reading,MI,Michigan,41.8396,-84.7478
Funkstown,MD,Maryland,39.6068,-77.7053
Browns Point,WA,Washington,47.3036,-122.4369
Pine River,MN,Minnesota,46.7224,-94.3974
Indian Lake,TX,Texas,26.0877,-97.5027
Shellman,GA,Georgia,31.7571,-84.6159
Craigsville,VA,Virginia,38.0838,-79.3853
Claverack-Red Mills,NY,New York,42.2264,-73.7268
Eldridge,CA,California,38.3338,-122.5065
Six Mile,SC,South Carolina,34.8082,-82.8154
French Settlement,LA,Louisiana,30.3156,-90.8031
Sprague,WV,West Virginia,37.7938,-81.1822
Benkelman,NE,Nebraska,40.0468,-101.5402
Baltic,OH,Ohio,40.4435,-81.701
Millville,PA,Pennsylvania,41.1205,-76.5253
Morristown,MN,Minnesota,44.2239,-93.4445
Chumuckla,FL,Florida,30.7826,-87.2309
Hackett,AR,Arkansas,35.1877,-94.4106
Van Horne,IA,Iowa,42.0083,-92.0897
Farmersville,PA,Pennsylvania,40.1291,-76.1551
Bellefonte,KY,Kentucky,38.4949,-82.6911
Tioga,TX,Texas,33.4728,-96.9186
Lake Koshkonong,WI,Wisconsin,42.8838,-88.9424
Spur,TX,Texas,33.4703,-100.8556
Wolcottville,IN,Indiana,41.5255,-85.3665
North English,IA,Iowa,41.5168,-92.0777
Franklin Springs,GA,Georgia,34.284,-83.1459
Pomeroy,PA,Pennsylvania,39.9642,-75.8823
Spaulding,IL,Illinois,39.8663,-89.5447
Brookfield,NJ,New Jersey,40.8163,-75.0645
Hawesville,KY,Kentucky,37.8962,-86.7561
Georgetown,PA,Pennsylvania,39.9426,-76.0789
Dillon,CO,Colorado,39.6213,-106.0393
Barker Ten Mile,NC,North Carolina,34.6825,-78.9889
Elloree,SC,South Carolina,33.5301,-80.5712
Nunapitchuk,AK,Alaska,60.8772,-162.4615
Montezuma,IN,Indiana,39.7911,-87.3694
Elwood,KS,Kansas,39.7519,-94.889
Albany,OH,Ohio,39.2245,-82.1975
Raymond,IL,Illinois,39.3198,-89.5745
Underwood,IA,Iowa,41.3807,-95.6821
Alexandria Bay,NY,New York,44.34,-75.9161
Beale AFB,CA,California,39.1095,-121.3543
English,IN,Indiana,38.3408,-86.4592
Greenwood,WI,Wisconsin,44.7655,-90.5989
Welaka,FL,Florida,29.4822,-81.6658
Drain,OR,Oregon,43.6623,-123.3143
Kanawha,IA,Iowa,42.9342,-93.7932
Mifflintown,PA,Pennsylvania,40.5713,-77.3951
Horatio,AR,Arkansas,33.941,-94.3554
Kittredge,CO,Colorado,39.6593,-105.3045
Wagram,NC,North Carolina,34.8891,-79.3652
Ector,TX,Texas,33.5793,-96.2731
Oreana,IL,Illinois,39.9379,-88.8684
Fordoche,LA,Louisiana,30.594,-91.6179
Poca,WV,West Virginia,38.4748,-81.8119
La Tina Ranch,TX,Texas,26.2031,-97.4764
Powder Horn,WY,Wyoming,44.6912,-106.9728
Climax,MI,Michigan,42.2383,-85.336
Biron,WI,Wisconsin,44.4281,-89.766
Arapaho,OK,Oklahoma,35.5778,-98.9592
Metcalfe,MS,Mississippi,33.4505,-91.0018
Centerville,SD,South Dakota,43.1165,-96.9596
Wakefield,KS,Kansas,39.2164,-97.0187
Canyon Creek,TX,Texas,32.3927,-97.7405
West Brow,GA,Georgia,34.9148,-85.4186
Athens,WI,Wisconsin,45.0349,-90.0792
Somerset,MD,Maryland,38.9666,-77.0963
Alcester,SD,South Dakota,43.0278,-96.6268
Belle Vernon,PA,Pennsylvania,40.1256,-79.8671
Wallace Ridge,LA,Louisiana,31.6849,-91.8321
Dublin,IN,Indiana,39.8127,-85.2056
Trumbauersville,PA,Pennsylvania,40.4133,-75.3803
Shiocton,WI,Wisconsin,44.4449,-88.5768
Addyston,OH,Ohio,39.1371,-84.7104
Mantorville,MN,Minnesota,44.0656,-92.7537
North Hills,WV,West Virginia,39.315,-81.5088
Mantua,OH,Ohio,41.282,-81.2223
Jasper,MO,Missouri,37.3354,-94.3023
Hanson,KY,Kentucky,37.4184,-87.4809
Queenstown,MD,Maryland,38.9868,-76.1633
Schoeneck,PA,Pennsylvania,40.2453,-76.1766
Dotsero,CO,Colorado,39.6463,-107.054
Kenansville,NC,North Carolina,34.9598,-77.9659
Flanagan,IL,Illinois,40.8771,-88.8596
Flemington,GA,Georgia,31.8507,-81.5603
Moorcroft,WY,Wyoming,44.2645,-104.9476
Green Village,NJ,New Jersey,40.7386,-74.446
Magazine,AR,Arkansas,35.1534,-93.8078
Port Morris,NJ,New Jersey,40.9061,-74.6845
Littleville,AL,Alabama,34.595,-87.6719
White Plains,KY,Kentucky,37.1707,-87.3801
Franklin Grove,IL,Illinois,41.8408,-89.3005
Wittenberg,WI,Wisconsin,44.827,-89.1664
Frederica,DE,Delaware,39.0081,-75.4667
Littlerock,CA,California,34.5232,-117.9808
Nauvoo,IL,Illinois,40.5457,-91.3829
Bayshore,OR,Oregon,44.4419,-124.0754
Pigeon Creek,OH,Ohio,41.1101,-81.6722
Dixonville,PA,Pennsylvania,40.7151,-79.0105
Olinda,HI,Hawaii,20.8261,-156.2917
Otisville,MI,Michigan,43.1661,-83.5247
Hyndman,PA,Pennsylvania,39.8207,-78.7214
Grantwood Village,MO,Missouri,38.5509,-90.3532
Decaturville,TN,Tennessee,35.5819,-88.1195
Hays,MT,Montana,48.0104,-108.6607
Waverly,MO,Missouri,39.2072,-93.5186
Sunday Lake,WA,Washington,48.2265,-122.2537
Susan Moore,AL,Alabama,34.0804,-86.4228
East Butler,PA,Pennsylvania,40.8788,-79.8473
Sweetwater,NJ,New Jersey,39.617,-74.6415
Lake Andes,SD,South Dakota,43.156,-98.5361
Lakeview,MI,Michigan,43.4434,-85.2738
Hewlett Harbor,NY,New York,40.6327,-73.6843
Henderson,NE,Nebraska,40.78,-97.8117
Odessa,WA,Washington,47.3326,-118.6894
Mi Ranchito Estate,TX,Texas,26.3878,-98.8733
Pea Ridge,AL,Alabama,33.1454,-86.9372
Crab Orchard,TN,Tennessee,35.9066,-84.8847
Topeka,IN,Indiana,41.5394,-85.5475
Thornport,OH,Ohio,39.921,-82.4272
Wilhoit,AZ,Arizona,34.4082,-112.6156
New Hope,TN,Tennessee,35.0044,-85.6598
Iron Ridge,WI,Wisconsin,43.3982,-88.532
King City,MO,Missouri,40.0505,-94.5252
Bellemeade,KY,Kentucky,38.251,-85.591
De Kalb,MS,Mississippi,32.7707,-88.656
Egypt,AL,Alabama,34.076,-86.1651
Santa Ana Pueblo,NM,New Mexico,35.3495,-106.5202
Andrews,FL,Florida,29.5496,-82.8883
Electric City,WA,Washington,47.9218,-119.0475
South Lansing,NY,New York,42.5369,-76.4968
Shepherd,MT,Montana,45.9468,-108.3462
Deltaville,VA,Virginia,37.5525,-76.3331
La Grange,MO,Missouri,40.0471,-91.5024
Rankin,TX,Texas,31.2253,-101.9395
Town Creek,AL,Alabama,34.6718,-87.4063
Rosa Sánchez,PR,Puerto Rico,18.0617,-65.9136
Brownsville,KY,Kentucky,37.1952,-86.2691
Dawson,TX,Texas,31.8941,-96.7151
North Tunica,MS,Mississippi,34.7031,-90.3797
Cascade-Chipita Park,CO,Colorado,38.9433,-105.0023
Eagleville,TN,Tennessee,35.7391,-86.6528
Nemacolin,PA,Pennsylvania,39.8784,-79.9294
Elk Run Heights,IA,Iowa,42.4662,-92.2502
Waldo,FL,Florida,29.7925,-82.1663
Cannon Ball,ND,North Dakota,46.3173,-100.6357
Dexter,GA,Georgia,32.4331,-83.0595
Marrowstone,WA,Washington,48.057,-122.6938
Lumberport,WV,West Virginia,39.3741,-80.3484
Carrizozo,NM,New Mexico,33.6433,-105.8411
Ponca,NE,Nebraska,42.5649,-96.7092
Lumpkin,GA,Georgia,32.0487,-84.7981
Treynor,IA,Iowa,41.232,-95.6063
St. Nazianz,WI,Wisconsin,44.0067,-87.9246
Princeton,IA,Iowa,41.672,-90.357
Goldsboro,PA,Pennsylvania,40.1542,-76.7515
Cambridge,IA,Iowa,41.9001,-93.536
Kingston,OH,Ohio,39.4722,-82.9121
Skyland Estates,VA,Virginia,38.9329,-78.085
Ridge Farm,IL,Illinois,39.8957,-87.652
Central,UT,Utah,37.415,-113.6262
Tivoli,NY,New York,42.0587,-73.9119
Bath,WV,West Virginia,39.6247,-78.2275
Sequoyah,OK,Oklahoma,36.3798,-95.5969
Hummels Wharf,PA,Pennsylvania,40.8308,-76.841
Búfalo,PR,Puerto Rico,18.4166,-66.5749
Oakley,ID,Idaho,42.2417,-113.8824
Jonesville,SC,South Carolina,34.8348,-81.6811
Choctaw,LA,Louisiana,29.8457,-90.7238
Rural Valley,PA,Pennsylvania,40.7991,-79.3149
Anita,IA,Iowa,41.4437,-94.766
Mountain Road,VA,Virginia,36.7585,-78.989
Philipsburg,MT,Montana,46.3324,-113.296
Lake View,IA,Iowa,42.3046,-95.041
Coon Valley,WI,Wisconsin,43.7024,-91.0112
Dierks,AR,Arkansas,34.12,-94.0173
Minatare,NE,Nebraska,41.8111,-103.5017
Buffalo Soapstone,AK,Alaska,61.7071,-149.1093
Shabbona,IL,Illinois,41.7654,-88.8845
Davidsville,PA,Pennsylvania,40.2348,-78.9356
Welcome,LA,Louisiana,30.0474,-90.8823
Orleans,VT,Vermont,44.809,-72.2011
Weir,KS,Kansas,37.3095,-94.7741
Qulin,MO,Missouri,36.5977,-90.2522
Leesburg,AL,Alabama,34.1839,-85.775
Potter Lake,WI,Wisconsin,42.8195,-88.349
Oshkosh,NE,Nebraska,41.408,-102.3452
Phil Campbell,AL,Alabama,34.3519,-87.7072
Midway,PA,Pennsylvania,39.8081,-77.0053
Houck,AZ,Arizona,35.2714,-109.2237
Lucerne Mines,PA,Pennsylvania,40.5559,-79.1558
Flint Hill,MO,Missouri,38.8627,-90.8724
Coosada,AL,Alabama,32.4984,-86.3279
Beaumont,MS,Mississippi,31.1707,-88.9252
Mazeppa,MN,Minnesota,44.2737,-92.5403
Baxter,IA,Iowa,41.8252,-93.1525
Inkom,ID,Idaho,42.7955,-112.2448
Paullina,IA,Iowa,42.9798,-95.6835
Blue Lake,CA,California,40.8814,-123.993
Elmore City,OK,Oklahoma,34.6282,-97.3918
Milford,TX,Texas,32.1214,-96.9498
Humphrey,NE,Nebraska,41.6884,-97.4852
Beckville,TX,Texas,32.2436,-94.4561
Harrison,IL,Illinois,37.7979,-89.3364
Wayne City,IL,Illinois,38.3481,-88.5895
Glenwillow,OH,Ohio,41.3608,-81.4727
Woods Hole,MA,Massachusetts,41.5303,-70.6614
Mertztown,PA,Pennsylvania,40.5033,-75.6674
Grawn,MI,Michigan,44.6611,-85.6883
Shindler,SD,South Dakota,43.4676,-96.6354
Mi-Wuk Village,CA,California,38.057,-120.1793
Gowrie,IA,Iowa,42.2779,-94.2897
Campbell,TX,Texas,33.1483,-95.9532
Stateline,NV,Nevada,38.9678,-119.944
Black Creek,NC,North Carolina,35.6366,-77.9326
Leland,IL,Illinois,41.616,-88.7982
Cyril,OK,Oklahoma,34.8985,-98.203
Fertile,MN,Minnesota,47.5339,-96.2893
Walnut Grove,TN,Tennessee,36.489,-86.6057
Danville,IA,Iowa,40.8599,-91.3145
Hernandez,NM,New Mexico,36.0567,-106.1185
Edmund,SC,South Carolina,33.8629,-81.1996
Rib Lake,WI,Wisconsin,45.3195,-90.203
Lake Roesiger,WA,Washington,47.9837,-121.9128
Cheyenne Wells,CO,Colorado,38.8192,-102.3521
La Farge,WI,Wisconsin,43.5782,-90.6381
Running Y Ranch,OR,Oregon,42.2751,-121.8747
Cedarville,NJ,New Jersey,39.3382,-75.2068
Salcha,AK,Alaska,64.5274,-146.9042
Amanda,OH,Ohio,39.6501,-82.7414
Seligman,MO,Missouri,36.5231,-93.9387
Onamia,MN,Minnesota,46.0703,-93.6669
Goshen,UT,Utah,39.9511,-111.9008
DeSales University,PA,Pennsylvania,40.5382,-75.3782
Piedmont,WV,West Virginia,39.4778,-79.0466
Plantation,KY,Kentucky,38.2834,-85.5936
Layton,NJ,New Jersey,41.2192,-74.8229
Livingston Manor,NY,New York,41.8931,-74.8255
Goshen,KY,Kentucky,38.4026,-85.5823
Hauser,ID,Idaho,47.7667,-117.0133
Louise,TX,Texas,29.1118,-96.4123
Macy,NE,Nebraska,42.1159,-96.3667
Parcelas Peñuelas,PR,Puerto Rico,18.0059,-66.3475
Tickfaw,LA,Louisiana,30.5769,-90.4871
Henderson,MN,Minnesota,44.5278,-93.9091
Diamond,MO,Missouri,36.9969,-94.3152
